
code	|	name	|	preferred name	|	taxid
1	|	Amphisbaena cuiabana	|	 	|	643098
1	|	Amphisbaena cunhai	|	 	|	643083
1	|	Amphisbaena darwinii	|	 	|	643093
3	|	Amphisbaena dubia	|	 	|	 
1	|	Amphisbaena elbakyanae	|	 	|	2744141
1	|	Amphisbaena fenestrata	|	 	|	493898
3	|	Amphisbaena filiformis	|	 	|	 
3	|	Amphisbaena frontalis	|	 	|	 
1	|	Amphisbaena fuliginosa	|	 	|	643087
1	|	Amphisbaena gonavensis	|	 	|	2202107
3	|	Amphisbaena gracilis	|	 	|	 
1	|	Amphisbaena hastata	|	 	|	643085
3	|	Amphisbaena heathi	|	 	|	 
3	|	Amphisbaena hiata	|	 	|	 
3	|	Amphisbaena hogei	|	 	|	 
3	|	Amphisbaena hoogmoedi	|	 	|	 
1	|	Amphisbaena hyporissor	|	 	|	493899
1	|	Amphisbaena ignatiana	|	 	|	643086
1	|	Amphisbaena innocens	|	 	|	493900
1	|	Amphisbaena kingii	|	 	|	261486
3	|	Amphisbaena kiriri	|	 	|	 
1	|	Amphisbaena kraoh	|	 	|	643096
1	|	Amphisbaena leali	|	 	|	493901
1	|	Amphisbaena leeseri	|	 	|	643094
1	|	Amphisbaena leucocephala	|	 	|	2024435
3	|	Amphisbaena littoralis	|	 	|	 
1	|	Amphisbaena longinqua	|	 	|	2707039
3	|	Amphisbaena lumbricalis	|	 	|	 
1	|	Amphisbaena manni	|	 	|	493902
3	|	Amphisbaena maranhensis	|	 	|	 
1	|	Amphisbaena mebengokre	|	 	|	2340923
3	|	Amphisbaena medemi	|	 	|	 
1	|	Amphisbaena mertensii	|	 	|	643084
3	|	Amphisbaena metallurga	|	 	|	 
1	|	Amphisbaena miringoera	|	 	|	1699416
1	|	Amphisbaena mitchelli	|	 	|	1699417
1	|	Amphisbaena mongoyo	|	 	|	2707040
1	|	Amphisbaena munoai	|	 	|	643089
3	|	Amphisbaena myersi	|	 	|	 
3	|	Amphisbaena nana	|	 	|	 
3	|	Amphisbaena neglecta	|	 	|	 
3	|	Amphisbaena nigricauda	|	 	|	 
3	|	Amphisbaena occidentalis	|	 	|	 
3	|	Amphisbaena pericensis	|	 	|	 
3	|	Amphisbaena persephone	|	 	|	 
3	|	Amphisbaena plumbea	|	 	|	 
3	|	Amphisbaena polygrammica	|	 	|	 
1	|	Amphisbaena pretrei	|	 	|	1745323
1	|	Amphisbaena prunicolor	|	 	|	2602864
1	|	Amphisbaena ridleyi	|	 	|	2202108
1	|	Amphisbaena roberti	|	 	|	643137
3	|	Amphisbaena rozei	|	 	|	 
3	|	Amphisbaena sanctaeritae	|	 	|	 
1	|	Amphisbaena saxosa	|	 	|	643136
1	|	Amphisbaena schmidti	|	 	|	273519
1	|	Amphisbaena silvestrii	|	 	|	643090
3	|	Amphisbaena slateri	|	 	|	 
3	|	Amphisbaena slevini	|	 	|	 
3	|	Amphisbaena spurelli	|	 	|	 
1	|	Amphisbaena steindachneri	|	 	|	1745316
3	|	Amphisbaena stejnegeri	|	 	|	 
3	|	Amphisbaena supernumeraria	|	 	|	 
3	|	Amphisbaena talisiae	|	 	|	 
3	|	Amphisbaena tiaraju	|	 	|	 
3	|	Amphisbaena townsendi	|	 	|	 
3	|	Amphisbaena tragorrhectes	|	 	|	 
1	|	Amphisbaena uroxena	|	 	|	2305475
3	|	Amphisbaena vanzolinii	|	 	|	 
1	|	Amphisbaena vermicularis	|	 	|	643088
1	|	Amphisbaena xera	|	 	|	302461
1	|	Amplorhinus multimaculatus	|	 	|	292907
1	|	Amyda cartilaginea	|	 	|	161655
1	|	Amyda ornata	|	 	|	1541068
3	|	Anadia altaserrania	|	 	|	 
3	|	Anadia bitaeniata	|	 	|	 
3	|	Anadia blakei	|	 	|	 
3	|	Anadia bogotensis	|	 	|	 
3	|	Anadia brevifrontalis	|	 	|	 
1	|	Anadia buenaventura	|	 	|	2448905
3	|	Anadia bumanguesa	|	 	|	 
3	|	Anadia escalerae	|	 	|	 
3	|	Anadia hobarti	|	 	|	 
1	|	Anadia hollandi	|	 	|	2951446
3	|	Anadia marmorata	|	 	|	 
1	|	Anadia ocellata	|	 	|	2293886
3	|	Anadia pamplonensis	|	 	|	 
3	|	Anadia pariaensis	|	 	|	 
3	|	Anadia petersi	|	 	|	 
3	|	Anadia pulchella	|	 	|	 
1	|	Anadia rhombifera	|	 	|	1819603
3	|	Anadia steyeri	|	 	|	 
3	|	Anadia vittata	|	 	|	 
1	|	Anatololacerta anatolica	|	 	|	651310
1	|	Anatololacerta danfordi	|	 	|	651312
1	|	Anatololacerta finikensis	|	 	|	1550041
2	|	Anatololacerta ibrahimi	|	Anatololacerta oertzeni ibrahimi	|	1550042
1	|	Anatololacerta pelasgiana	|	 	|	2813647
3	|	Ancylocranium barkeri	|	 	|	 
3	|	Ancylocranium ionidesi	|	 	|	 
3	|	Ancylocranium somalicum	|	 	|	 
3	|	Ancylodactylus africanus	|	 	|	 
3	|	Ancylodactylus alantika	|	 	|	 
3	|	Ancylodactylus barbouri	|	 	|	 
3	|	Ancylodactylus chyuluensis	|	 	|	 
3	|	Ancylodactylus dickersonae	|	 	|	 
3	|	Ancylodactylus dilepis	|	 	|	 
3	|	Ancylodactylus elgonensis	|	 	|	 
3	|	Ancylodactylus gigas	|	 	|	 
3	|	Ancylodactylus kenyaensis	|	 	|	 
3	|	Ancylodactylus kituiensis	|	 	|	 
3	|	Ancylodactylus koehleri	|	 	|	 
3	|	Ancylodactylus laikipiensis	|	 	|	 
3	|	Ancylodactylus mathewsensis	|	 	|	 
3	|	Ancylodactylus occidentalis	|	 	|	 
3	|	Ancylodactylus petrodroma	|	 	|	 
3	|	Ancylodactylus quattuorseriatus	|	 	|	 
3	|	Ancylodactylus spawlsi	|	 	|	 
1	|	Ancylodactylus spinicollis	|	Cnemaspis spinicollis	|	1939663
3	|	Ancylodactylus uzungwae	|	 	|	 
1	|	Andinosaura afrania	|	 	|	1963289
1	|	Andinosaura aurea	|	 	|	1962996
1	|	Andinosaura crypta	|	 	|	1963002
1	|	Andinosaura hyposticta	|	 	|	1963004
1	|	Andinosaura kiziriani	|	 	|	1963005
1	|	Andinosaura laevis	|	 	|	1963272
1	|	Andinosaura oculata	|	 	|	1963273
3	|	Andinosaura petrorum	|	 	|	 
3	|	Andinosaura stellae	|	 	|	 
1	|	Andinosaura vespertina	|	 	|	1963274
1	|	Andinosaura vieta	|	 	|	1963278
1	|	Anelytropsis papillosus	|	 	|	405597
1	|	Anepischetosia maccoyi	|	 	|	394158
1	|	Anguis cephallonica	|	 	|	672770
1	|	Anguis colchica	|	 	|	672779
1	|	Anguis fragilis	|	 	|	102178
1	|	Anguis graeca	|	 	|	672775
1	|	Anguis veronensis	|	 	|	1407060
1	|	Anilios affinis	|	 	|	1278927
1	|	Anilios ammodytes	|	 	|	1278928
3	|	Anilios aspina	|	 	|	 
1	|	Anilios australis	|	 	|	71009
3	|	Anilios batillus	|	 	|	 
1	|	Anilios bicolor	|	 	|	261711
1	|	Anilios bituberculatus	|	 	|	261707
3	|	Anilios broomi	|	 	|	 
1	|	Anilios centralis	|	 	|	1278929
3	|	Anilios chamodracaena	|	 	|	 
1	|	Anilios diversus	|	 	|	759983
1	|	Anilios endoterus	|	 	|	759984
3	|	Anilios erycinus	|	 	|	 
3	|	Anilios fossor	|	 	|	 
1	|	Anilios ganei	|	 	|	759985
1	|	Anilios grypus	|	 	|	261710
1	|	Anilios guentheri	|	 	|	759986
1	|	Anilios hamatus	|	 	|	261708
1	|	Anilios howi	|	 	|	759988
3	|	Anilios insperatus	|	 	|	 
1	|	Anilios kimberleyensis	|	 	|	759989
3	|	Anilios leptosoma	|	 	|	 
3	|	Anilios leucoproctus	|	 	|	 
1	|	Anilios ligatus	|	 	|	759990
1	|	Anilios longissimus	|	 	|	261713
3	|	Anilios margaretae	|	 	|	 
3	|	Anilios micromma	|	 	|	 
3	|	Anilios minimus	|	 	|	 
3	|	Anilios nema	|	 	|	 
1	|	Anilios nigrescens	|	 	|	1278930
3	|	Anilios obtusifrons	|	 	|	 
1	|	Anilios pilbarensis	|	 	|	261709
1	|	Anilios pinguis	|	 	|	759991
1	|	Anilios proximus	|	 	|	1278931
3	|	Anilios robertsi	|	 	|	 
1	|	Anilios silvia	|	 	|	1278932
1	|	Anilios splendidus	|	 	|	1686794
3	|	Anilios systenos	|	 	|	 
1	|	Anilios torresianus	|	 	|	1545876
3	|	Anilios tovelli	|	 	|	 
1	|	Anilios troglodytes	|	 	|	759993
1	|	Anilios unguirostris	|	 	|	261712
3	|	Anilios vagurima	|	 	|	 
1	|	Anilios waitii	|	 	|	261714
1	|	Anilios wiedii	|	 	|	1278933
3	|	Anilios yampiensis	|	 	|	 
3	|	Anilios yirrikalae	|	 	|	 
3	|	Anilios zonula	|	 	|	 
1	|	Anilius scytale	|	 	|	51844
1	|	Anisolepis grilli	|	 	|	1545392
1	|	Anisolepis longicauda	|	 	|	161142
3	|	Anisolepis undulatus	|	 	|	 
1	|	Anniella alexanderae	|	 	|	1664661
1	|	Anniella campi	|	 	|	2202109
1	|	Anniella geronimensis	|	 	|	52220
1	|	Anniella grinnelli	|	 	|	2202110
1	|	Anniella pulchra	|	 	|	51957
1	|	Anniella stebbinsi	|	 	|	2202111
1	|	Anolis acutus	|	 	|	75240
1	|	Anolis aeneus	|	 	|	75241
1	|	Anolis aequatorialis	|	 	|	1091105
1	|	Anolis agassizi	|	 	|	75242
1	|	Anolis agueroi	|	 	|	2803938
1	|	Anolis ahli	|	 	|	75243
1	|	Anolis alayoni	|	 	|	235288
1	|	Anolis alfaroi	|	 	|	235289
1	|	Anolis aliniger	|	 	|	75244
1	|	Anolis allisoni	|	 	|	235290
1	|	Anolis allogus	|	 	|	141892
1	|	Anolis alocomyos	|	 	|	1638968
1	|	Anolis altae	|	 	|	323565
3	|	Anolis altavelensis	|	 	|	 
1	|	Anolis altitudinalis	|	 	|	301359
1	|	Anolis alumina	|	 	|	235291
1	|	Anolis alutaceus	|	 	|	38882
1	|	Anolis alvarezdeltoroi	|	 	|	1809415
1	|	Anolis amplisquamosus	|	 	|	1920710
1	|	Anolis anatoloros	|	 	|	1091106
1	|	Anolis anchicayae	|	 	|	1926519
1	|	Anolis anfiloquioi	|	 	|	1892223
1	|	Anolis angusticeps	|	 	|	75246
1	|	Anolis anisolepis	|	 	|	2056583
1	|	Anolis annectens	|	 	|	323566
1	|	Anolis anoriensis	|	 	|	1091107
3	|	Anolis antioquiae	|	 	|	 
1	|	Anolis antonii	|	 	|	2030930
1	|	Anolis apletolepis	|	 	|	1605471
1	|	Anolis apletophallus	|	 	|	2032994
1	|	Anolis apollinaris	|	 	|	1926520
1	|	Anolis aquaticus	|	 	|	323567
3	|	Anolis arenal	|	 	|	 
1	|	Anolis argenteolus	|	 	|	235292
1	|	Anolis argillaceus	|	 	|	38883
1	|	Anolis aridius	|	 	|	2653775
1	|	Anolis armouri	|	 	|	237980
1	|	Anolis auratus	|	 	|	323568
1	|	Anolis aurifer	|	 	|	2961826
1	|	Anolis australis	|	 	|	2653776
1	|	Anolis bahorucoensis	|	 	|	75247
1	|	Anolis baleatus	|	 	|	235293
1	|	Anolis baracoae	|	 	|	235294
1	|	Anolis barahonae	|	 	|	75248
1	|	Anolis barbatus	|	 	|	235286
1	|	Anolis barbouri	|	 	|	38884
1	|	Anolis barkeri	|	 	|	1809416
1	|	Anolis bartschi	|	 	|	75249
3	|	Anolis beckeri	|	 	|	 
3	|	Anolis bellipeniculus	|	 	|	 
1	|	Anolis benedikti	|	 	|	1638948
1	|	Anolis bicaorum	|	 	|	323570
1	|	Anolis bimaculatus	|	 	|	38885
3	|	Anolis binotatus	|	 	|	 
1	|	Anolis biporcatus	|	 	|	141893
3	|	Anolis birama	|	 	|	 
1	|	Anolis bitectus	|	 	|	323571
1	|	Anolis blanquillanus	|	 	|	2268912
1	|	Anolis boettgeri	|	 	|	38886
1	|	Anolis bombiceps	|	 	|	1055735
1	|	Anolis bonairensis	|	 	|	118652
1	|	Anolis boulengerianus	|	 	|	1633551
1	|	Anolis brasiliensis	|	 	|	1184710
1	|	Anolis bremeri	|	 	|	235295
1	|	Anolis breslini	|	 	|	2653777
1	|	Anolis brevirostris	|	 	|	75250
3	|	Anolis brianjuliani	|	 	|	 
1	|	Anolis brooksi	|	 	|	2478820
1	|	Anolis brunneus	|	 	|	235296
1	|	Anolis caceresae	|	 	|	2528967
1	|	Anolis calimae	|	 	|	1091108
3	|	Anolis callainus	|	 	|	 
1	|	Anolis campbelli	|	 	|	1809418
1	|	Anolis capito	|	 	|	323572
3	|	Anolis caquetae	|	 	|	 
1	|	Anolis carlliebi	|	 	|	1633554
3	|	Anolis carlostoddi	|	 	|	 
1	|	Anolis carolinensis	|	 	|	28377
1	|	Anolis carpenteri	|	 	|	141894
1	|	Anolis casildae	|	 	|	1304629
1	|	Anolis caudalis	|	Ctenonotus caudalis	|	2653784
1	|	Anolis centralis	|	 	|	235298
1	|	Anolis chamaeleonides	|	 	|	38887
1	|	Anolis charlesmyersi	|	 	|	2126375
1	|	Anolis chloris	|	 	|	1091109
1	|	Anolis chlorocyanus	|	 	|	235299
1	|	Anolis chlorodius	|	 	|	1605469
1	|	Anolis christophei	|	 	|	38888
1	|	Anolis chrysolepis	|	 	|	141895
1	|	Anolis chrysops	|	 	|	145363
1	|	Anolis clivicola	|	 	|	323575
1	|	Anolis cobanensis	|	 	|	1809419
1	|	Anolis compressicauda	|	 	|	1446413
3	|	Anolis concolor	|	 	|	 
1	|	Anolis confusus	|	 	|	323613
1	|	Anolis conspersus	|	 	|	141896
1	|	Anolis cooki	|	 	|	235300
1	|	Anolis crassulus	|	 	|	323576
1	|	Anolis cristatellus	|	 	|	38889
3	|	Anolis cristifer	|	 	|	 
1	|	Anolis cryptolimifrons	|	 	|	2126362
1	|	Anolis cupeyalensis	|	 	|	323578
1	|	Anolis cupreus	|	 	|	323579
1	|	Anolis cuprinus	|	 	|	1809420
3	|	Anolis cuscoensis	|	 	|	 
1	|	Anolis cusuco	|	 	|	1720240
1	|	Anolis cuvieri	|	 	|	38890
1	|	Anolis cyanopleurus	|	 	|	323580
1	|	Anolis cyanostictus	|	 	|	1689167
1	|	Anolis cybotes	|	 	|	38891
1	|	Anolis cymbops	|	 	|	1809435
3	|	Anolis damulus	|	 	|	 
1	|	Anolis danieli	|	 	|	1091110
1	|	Anolis darlingtoni	|	 	|	38892
1	|	Anolis datzorum	|	 	|	2126373
3	|	Anolis delafuentei	|	 	|	 
3	|	Anolis deltae	|	 	|	 
3	|	Anolis demissus	|	 	|	 
1	|	Anolis desechensis	|	 	|	235301
1	|	Anolis desiradei	|	 	|	145364
1	|	Anolis dissimilis	|	 	|	1562747
1	|	Anolis distichus	|	 	|	38893
1	|	Anolis divius	|	 	|	1605473
1	|	Anolis dolichocephalus	|	 	|	235302
3	|	Anolis dollfusianus	|	 	|	 
1	|	Anolis dominicensis	|	 	|	2961824
1	|	Anolis doris	|	 	|	2653779
1	|	Anolis dracula	|	 	|	2488553
1	|	Anolis duellmani	|	 	|	1809436
1	|	Anolis dunni	|	 	|	1633555
1	|	Anolis eladioi	|	 	|	1605475
1	|	Anolis elcopeensis	|	 	|	2478825
1	|	Anolis equestris	|	 	|	75253
1	|	Anolis ernestwilliamsi	|	 	|	235303
1	|	Anolis etheridgei	|	 	|	75254
1	|	Anolis eugenegrahami	|	 	|	235304
1	|	Anolis eulaemus	|	 	|	1926521
1	|	Anolis euskalerriari	|	 	|	1091111
1	|	Anolis evermanni	|	 	|	235305
1	|	Anolis extremus	|	 	|	118654
3	|	Anolis fairchildi	|	 	|	 
1	|	Anolis fasciatus	|	 	|	1926522
3	|	Anolis favillarum	|	 	|	 
1	|	Anolis ferreus	|	 	|	184459
1	|	Anolis festae	|	 	|	1091112
1	|	Anolis fitchi	|	 	|	1091113
1	|	Anolis forresti	|	 	|	1748263
1	|	Anolis fortunensis	|	 	|	1446414
1	|	Anolis fowleri	|	 	|	235306
1	|	Anolis fraseri	|	 	|	1091114
1	|	Anolis frenatus	|	 	|	323581
1	|	Anolis fugitivus	|	 	|	1892221
3	|	Anolis fungosus	|	 	|	 
1	|	Anolis fuscoauratus	|	 	|	43584
1	|	Anolis gadovii	|	 	|	1633557
1	|	Anolis gaigei	|	 	|	1206296
1	|	Anolis garmani	|	 	|	75255
1	|	Anolis garridoi	|	 	|	235307
1	|	Anolis gemmosus	|	 	|	1091115
3	|	Anolis gibbiceps	|	 	|	 
1	|	Anolis ginaelisae	|	 	|	1304668
1	|	Anolis gingivinus	|	 	|	145399
1	|	Anolis gonavensis	|	 	|	1605476
1	|	Anolis gorgonae	|	 	|	2713506
1	|	Anolis gracilipes	|	 	|	1446415
1	|	Anolis grahami	|	 	|	38894
3	|	Anolis granuliceps	|	 	|	 
1	|	Anolis griseus	|	 	|	38895
1	|	Anolis gruuo	|	 	|	1638961
1	|	Anolis guafe	|	 	|	323614
1	|	Anolis guamuhaya	|	 	|	75283
1	|	Anolis guazuma	|	 	|	323582
1	|	Anolis gundlachi	|	 	|	235308
3	|	Anolis haguei	|	 	|	 
1	|	Anolis hendersoni	|	 	|	38896
1	|	Anolis heterodermus	|	 	|	1091116
1	|	Anolis heteropholidotus	|	 	|	1920722
1	|	Anolis higuey	|	 	|	2653780
1	|	Anolis hispaniolae	|	 	|	2653781
1	|	Anolis hobartsmithi	|	 	|	1809438
1	|	Anolis homolechis	|	 	|	235309
1	|	Anolis huilae	|	 	|	1091117
1	|	Anolis humilis	|	 	|	75256
1	|	Anolis hyacinthogularis	|	 	|	2268058
3	|	Anolis ibague	|	 	|	 
1	|	Anolis ibanezi	|	 	|	1237725
1	|	Anolis ignigularis	|	Anolis distichus ignigularis	|	933497
1	|	Anolis imias	|	 	|	141897
1	|	Anolis immaculogularis	|	 	|	1633558
3	|	Anolis impetigosus	|	 	|	 
3	|	Anolis incredulus	|	 	|	 
1	|	Anolis inderenae	|	 	|	1091118
1	|	Anolis inexpectatus	|	 	|	235310
1	|	Anolis insignis	|	 	|	1091119
1	|	Anolis insolitus	|	 	|	75257
1	|	Anolis isolepis	|	 	|	235311
1	|	Anolis jacare	|	 	|	531986
1	|	Anolis johnmeyeri	|	 	|	1920711
3	|	Anolis juangundlachi	|	 	|	 
1	|	Anolis jubar	|	 	|	235312
3	|	Anolis kahouannensis	|	 	|	 
3	|	Anolis kathydayae	|	 	|	 
1	|	Anolis kemptoni	|	 	|	1206288
1	|	Anolis koopmani	|	 	|	1441597
1	|	Anolis kreutzi	|	 	|	1920712
1	|	Anolis krugi	|	 	|	75258
1	|	Anolis kunayalae	|	 	|	1237724
3	|	Anolis laevis	|	 	|	 
1	|	Anolis laeviventris	|	 	|	323584
3	|	Anolis lamari	|	 	|	 
1	|	Anolis landestoyi	|	 	|	1890402
1	|	Anolis latifrons	|	 	|	1684827
1	|	Anolis leachii	|	 	|	145400
1	|	Anolis leditzigorum	|	 	|	1638967
3	|	Anolis lemniscatus	|	 	|	 
1	|	Anolis lemurinus	|	 	|	141898
1	|	Anolis leucodera	|	 	|	1605474
1	|	Anolis limifrons	|	 	|	38897
3	|	Anolis limon	|	 	|	 
1	|	Anolis lineatopus	|	 	|	75259
1	|	Anolis lineatus	|	 	|	75260
1	|	Anolis liogaster	|	 	|	1633559
1	|	Anolis lionotus	|	 	|	323585
1	|	Anolis litoralis	|	 	|	1892233
1	|	Anolis lividus	|	 	|	145401
1	|	Anolis longiceps	|	 	|	235313
1	|	Anolis longitibialis	|	 	|	237979
1	|	Anolis lososi	|	 	|	2268057
1	|	Anolis loveridgei	|	 	|	323586
1	|	Anolis loysiana	|	 	|	75261
1	|	Anolis luciae	|	 	|	75262
1	|	Anolis lucius	|	 	|	38898
1	|	Anolis luteogularis	|	 	|	75263
1	|	Anolis luteosignifer	|	 	|	2961828
3	|	Anolis lynchi	|	 	|	 
3	|	Anolis lyra	|	 	|	 
1	|	Anolis macilentus	|	 	|	235314
1	|	Anolis macrinii	|	 	|	1633560
1	|	Anolis macrolepis	|	 	|	2803941
3	|	Anolis macrophallus	|	 	|	 
1	|	Anolis maculigula	|	 	|	1091120
3	|	Anolis maculiventris	|	 	|	 
1	|	Anolis magnaphallus	|	 	|	1638962
3	|	Anolis maia	|	 	|	 
1	|	Anolis marcanoi	|	 	|	75264
1	|	Anolis mariarum	|	 	|	2030931
1	|	Anolis marmoratus	|	 	|	41898
1	|	Anolis marron	|	 	|	235315
1	|	Anolis marsupialis	|	 	|	1481108
1	|	Anolis matudai	|	 	|	1809441
3	|	Anolis maynardii	|	 	|	 
1	|	Anolis mccraniei	|	 	|	2528588
1	|	Anolis medemi	|	 	|	1525659
1	|	Anolis megalopithecus	|	 	|	1926523
1	|	Anolis megapholidotus	|	 	|	1633561
3	|	Anolis menta	|	 	|	 
1	|	Anolis meridionalis	|	 	|	161133
1	|	Anolis mestrei	|	 	|	174261
1	|	Anolis microlepidotus	|	 	|	1633556
1	|	Anolis microtus	|	 	|	75266
1	|	Anolis milleri	|	 	|	1809449
3	|	Anolis mirus	|	 	|	 
1	|	Anolis monensis	|	 	|	235316
1	|	Anolis monteverde	|	 	|	1638963
1	|	Anolis monticola	|	 	|	235317
1	|	Anolis morazani	|	 	|	1920713
3	|	Anolis muralla	|	 	|	 
1	|	Anolis nasofrontalis	|	 	|	1987399
1	|	Anolis naufragus	|	 	|	1809442
1	|	Anolis neblininus	|	 	|	1091121
1	|	Anolis nebuloides	|	 	|	323590
1	|	Anolis nebulosus	|	 	|	873079
1	|	Anolis neglectus	|	 	|	2653710
1	|	Anolis nelsoni	|	 	|	2202112
1	|	Anolis nemonteae	|	 	|	2857097
1	|	Anolis nicefori	|	 	|	75282
1	|	Anolis nietoi	|	 	|	1633564
3	|	Anolis nigrolineatus	|	 	|	 
1	|	Anolis noblei	|	 	|	235318
3	|	Anolis notopholis	|	 	|	 
1	|	Anolis nubilus	|	 	|	184460
1	|	Anolis occultus	|	 	|	38899
1	|	Anolis ocelloscapularis	|	 	|	323592
1	|	Anolis oculatus	|	 	|	109788
3	|	Anolis oligaspis	|	 	|	 
1	|	Anolis olssoni	|	 	|	75267
1	|	Anolis omiltemanus	|	 	|	1441879
1	|	Anolis onca	|	 	|	323591
1	|	Anolis opalinus	|	 	|	141899
1	|	Anolis ophiolepis	|	 	|	38900
1	|	Anolis oporinus	|	 	|	301358
1	|	Anolis orcesi	|	 	|	1926524
1	|	Anolis ortonii	|	 	|	44141
1	|	Anolis osa	|	 	|	980506
1	|	Anolis otongae	|	 	|	1510474
1	|	Anolis oxylophus	|	 	|	323594
1	|	Anolis pachypus	|	 	|	323595
1	|	Anolis parilis	|	 	|	1926525
1	|	Anolis parvauritus	|	 	|	2713508
1	|	Anolis parvicirculatus	|	 	|	1809443
1	|	Anolis paternus	|	 	|	52189
1	|	Anolis pecuarius	|	 	|	1605467
1	|	Anolis pentaprion	|	 	|	2126377
1	|	Anolis peraccae	|	 	|	1091122
3	|	Anolis peruensis	|	 	|	 
1	|	Anolis petersii	|	 	|	1920723
1	|	Anolis peucephilus	|	 	|	1441880
1	|	Anolis peynadoi	|	 	|	1605472
1	|	Anolis phyllorhinus	|	 	|	1562751
3	|	Anolis pigmaequestris	|	 	|	 
1	|	Anolis pijolense	|	 	|	1920714
3	|	Anolis pinchoti	|	 	|	 
1	|	Anolis placidus	|	 	|	235319
1	|	Anolis planiceps	|	 	|	1184709
1	|	Anolis podocarpus	|	 	|	1091123
1	|	Anolis poecilopus	|	 	|	323597
1	|	Anolis poei	|	 	|	1510475
1	|	Anolis pogus	|	 	|	145402
1	|	Anolis polylepis	|	 	|	323598
1	|	Anolis poncensis	|	 	|	235320
1	|	Anolis porcatus	|	 	|	38901
1	|	Anolis porcus	|	 	|	235287
1	|	Anolis prasinorius	|	 	|	1605470
1	|	Anolis princeps	|	 	|	1091124
1	|	Anolis proboscis	|	 	|	1926526
1	|	Anolis properus	|	 	|	2961825
3	|	Anolis propinquus	|	 	|	 
1	|	Anolis pseudokemptoni	|	 	|	1638965
1	|	Anolis pseudopachypus	|	 	|	1638964
1	|	Anolis pseudotigrinus	|	 	|	1987398
1	|	Anolis pulchellus	|	 	|	40675
1	|	Anolis pumilus	|	 	|	75268
1	|	Anolis punctatus	|	 	|	174263
1	|	Anolis purpurescens	|	 	|	1809448
1	|	Anolis purpurgularis	|	 	|	323600
1	|	Anolis purpuronectes	|	 	|	1809694
1	|	Anolis pygmaeus	|	 	|	1809447
1	|	Anolis quadriocellifer	|	 	|	235321
1	|	Anolis quaggulus	|	 	|	1342735
1	|	Anolis quercorum	|	 	|	323601
3	|	Anolis quimbaya	|	 	|	 
1	|	Anolis ravifaux	|	 	|	2653782
1	|	Anolis ravitergum	|	Anolis distichus ravitergum	|	933499
1	|	Anolis reconditus	|	 	|	141900
1	|	Anolis rejectus	|	 	|	323588
1	|	Anolis richardii	|	 	|	75269
3	|	Anolis richteri	|	 	|	 
1	|	Anolis ricordii	|	 	|	38935
1	|	Anolis rimarum	|	 	|	2202113
3	|	Anolis rivalis	|	 	|	 
3	|	Anolis roatanensis	|	 	|	 
1	|	Anolis rodriguezii	|	 	|	1720241
3	|	Anolis roosevelti	|	 	|	 
1	|	Anolis roquet	|	 	|	118653
1	|	Anolis rubiginosus	|	 	|	1809444
1	|	Anolis rubribarbaris	|	 	|	1920715
1	|	Anolis rubribarbus	|	 	|	323615
1	|	Anolis ruibali	|	 	|	1892224
3	|	Anolis ruizii	|	 	|	 
1	|	Anolis rupinae	|	 	|	2202114
1	|	Anolis sabanus	|	 	|	145403
1	|	Anolis sacamecatensis	|	 	|	1633566
1	|	Anolis sagrei	|	 	|	38937
1	|	Anolis salvini	|	 	|	2126374
3	|	Anolis santamartae	|	 	|	 
3	|	Anolis savagei	|	 	|	 
1	|	Anolis saxatilis	|	 	|	2653778
1	|	Anolis schiedii	|	 	|	1809445
1	|	Anolis schwartzi	|	 	|	145404
1	|	Anolis scriptus	|	 	|	235322
1	|	Anolis scypheus	|	 	|	1892564
1	|	Anolis semilineatus	|	 	|	38938
1	|	Anolis sericeus	|	 	|	323603
1	|	Anolis serranoi	|	 	|	2528590
1	|	Anolis sheplani	|	 	|	75270
1	|	Anolis shrevei	|	 	|	237982
1	|	Anolis sierramaestrae	|	 	|	2163914
1	|	Anolis singularis	|	 	|	235323
1	|	Anolis smallwoodi	|	 	|	38939
1	|	Anolis smaragdinus	|	 	|	172665
1	|	Anolis sminthus	|	 	|	323604
1	|	Anolis soinii	|	 	|	1926527
3	|	Anolis solitarius	|	 	|	 
1	|	Anolis spectrum	|	 	|	1892232
3	|	Anolis spilorhipis	|	 	|	 
3	|	Anolis squamulatus	|	 	|	 
1	|	Anolis stevepoei	|	 	|	1633563
1	|	Anolis strahmi	|	 	|	75271
1	|	Anolis stratulus	|	 	|	75272
1	|	Anolis subocularis	|	 	|	1633567
3	|	Anolis sulcifrons	|	 	|	 
1	|	Anolis tandai	|	 	|	1562749
1	|	Anolis taylori	|	 	|	1633568
1	|	Anolis tenorioensis	|	 	|	1638966
3	|	Anolis tequendama	|	 	|	 
1	|	Anolis terraealtae	|	 	|	184461
1	|	Anolis terueli	|	 	|	1890392
3	|	Anolis tetarii	|	 	|	 
1	|	Anolis tigrinus	|	 	|	1091125
3	|	Anolis toldo	|	 	|	 
1	|	Anolis tolimensis	|	 	|	2030935
1	|	Anolis townsendi	|	 	|	1525660
1	|	Anolis trachyderma	|	 	|	141901
1	|	Anolis transversalis	|	 	|	174264
1	|	Anolis trinitatis	|	 	|	118651
3	|	Anolis triumphalis	|	 	|	 
1	|	Anolis tropidogaster	|	 	|	323607
1	|	Anolis tropidolepis	|	 	|	1446459
